0,1,900,77
1,1,930,77
2,1,900,77
3,1,900,77
4,1,915,77
5,1,900,77
6,1,815,77
7,1,900,77
8,1,900,77
9,1,900,77
10,1,830,77
11,1,845,77
12,1,1000,77
13,1,945,77
14,1,900,77
15,1,830,77
16,1,900,77
17,1,800,77
18,1,1000,77
19,1,845,77
20,1,1000,77
21,1,945,77
22,1,930,77
23,1,900,77
24,1,830,77
25,1,900,77
26,1,845,77
27,1,915,77
28,1,930,77
29,1,945,77
30,1,1000,77
31,1,900,77
32,1,915,77
33,1,900,77
34,1,845,77
35,1,930,77
36,1,845,77
37,1,800,77
38,1,830,77
39,1,830,77
40,1,900,77
41,1,900,77
42,1,830,77
43,1,1000,77
44,1,815,77
45,1,945,77
46,1,815,77
47,1,845,77
48,1,800,77
49,1,900,77
50,1,915,77
51,1,815,77
52,1,900,77
53,1,900,77
54,1,900,77
55,1,900,77
56,1,815,77
57,1,845,77
58,1,900,77
59,1,845,77
60,1,900,77
61,1,900,77
62,1,800,77
63,1,900,77
64,1,900,77
65,1,945,77
66,1,845,77
67,1,900,77
68,1,915,77
69,1,915,77
70,1,830,77
71,1,900,77
72,1,915,77
73,1,900,77
74,1,900,77
75,1,1000,77
76,1,1000,77
77,1,815,77
78,1,1000,77
79,1,900,77
80,1,830,77
81,1,800,77
82,1,930,77
83,1,830,77
84,1,900,77
85,1,900,77
86,1,800,77
87,1,915,77
88,1,900,77
89,1,900,77
90,1,845,77
91,1,845,77
92,1,815,77
93,1,900,77
94,1,900,77
95,1,900,77
96,1,1000,77
97,1,900,77
98,1,900,77
99,1,830,77
100,1,900,77
101,1,815,77
102,1,830,77
103,1,845,77
0,1,1700,176
1,1,1600,176
2,1,1700,176
3,1,1800,176
4,1,1730,176
5,1,1700,176
6,1,1745,176
7,1,1700,176
8,1,1700,176
9,1,1645,176
10,1,1645,176
11,1,1645,176
12,1,1730,176
13,1,1630,176
14,1,1700,176
15,1,1700,176
16,1,1745,176
17,1,1700,176
18,1,1630,176
19,1,1700,176
20,1,1645,176
21,1,1730,176
22,1,1700,176
23,1,1730,176
24,1,1700,176
25,1,1730,176
26,1,1645,176
27,1,1800,176
28,1,1745,176
29,1,1715,176
30,1,1630,176
31,1,1630,176
32,1,1700,176
33,1,1700,176
34,1,1715,176
35,1,1630,176
36,1,1700,176
37,1,1715,176
38,1,1645,176
39,1,1745,176
40,1,1630,176
41,1,1630,176
42,1,1700,176
43,1,1730,176
44,1,1700,176
45,1,1630,176
46,1,1645,176
47,1,1800,176
48,1,1700,176
49,1,1715,176
50,1,1615,176
51,1,1700,176
52,1,1700,176
53,1,1715,176
54,1,1700,176
55,1,1715,176
56,1,1745,176
57,1,1700,176
58,1,1700,176
59,1,1645,176
60,1,1700,176
61,1,1715,176
62,1,1700,176
63,1,1700,176
64,1,1630,176
65,1,1700,176
66,1,1715,176
67,1,1745,176
68,1,1615,176
69,1,1700,176
70,1,1700,176
71,1,1730,176
72,1,1700,176
73,1,1700,176
74,1,1630,176
75,1,1645,176
76,1,1700,176
77,1,1700,176
78,1,1700,176
79,1,1800,176
80,1,1700,176
81,1,1700,176
82,1,1600,176
83,1,1715,176
84,1,1645,176
85,1,1800,176
86,1,1700,176
87,1,1645,176
88,1,1700,176
89,1,1645,176
90,1,1700,176
91,1,1800,176
92,1,1730,176
93,1,1645,176
94,1,1700,176
95,1,1700,176
96,1,1645,176
97,1,1630,176
98,1,1700,176
99,1,1700,176
100,1,1700,176
101,1,1800,176
102,1,1700,176
103,1,1615,176
0,2,1215,77
1,2,1245,77
2,2,1230,77
3,2,1215,77
4,2,1300,77
5,2,1300,77
6,2,1215,77
7,2,1300,77
8,2,1215,77
9,2,1200,77
10,2,1330,77
11,2,1330,77
12,2,1215,77
13,2,1245,77
14,2,1245,77
15,2,1300,77
16,2,1230,77
17,2,1300,77
18,2,1245,77
19,2,1245,77
20,2,1400,77
21,2,1300,77
22,2,1245,77
23,2,1245,77
24,2,1300,77
25,2,1315,77
26,2,1300,77
27,2,1300,77
28,2,1315,77
29,2,1300,77
30,2,1230,77
31,2,1300,77
32,2,1345,77
33,2,1245,77
34,2,1330,77
35,2,1300,77
36,2,1400,77
37,2,1245,77
38,2,1400,77
39,2,1300,77
40,2,1215,77
41,2,1200,77
42,2,1315,77
43,2,1245,77
44,2,1300,77
45,2,1345,77
46,2,1230,77
47,2,1245,77
48,2,1245,77
49,2,1300,77
50,2,1300,77
51,2,1400,77
52,2,1300,77
53,2,1300,77
54,2,1230,77
55,2,1300,77
56,2,1245,77
57,2,1315,77
58,2,1215,77
59,2,1245,77
60,2,1300,77
61,2,1400,77
62,2,1330,77
63,2,1300,77
64,2,1300,77
65,2,1300,77
66,2,1315,77
67,2,1300,77
68,2,1300,77
69,2,1200,77
70,2,1300,77
71,2,1230,77
72,2,1330,77
73,2,1300,77
74,2,1315,77
75,2,1315,77
76,2,1300,77
77,2,1200,77
78,2,1230,77
79,2,1215,77
80,2,1330,77
81,2,1315,77
82,2,1230,77
83,2,1330,77
84,2,1300,77
85,2,1230,77
86,2,1215,77
87,2,1230,77
88,2,1300,77
89,2,1300,77
90,2,1330,77
91,2,1245,77
92,2,1230,77
93,2,1245,77
94,2,1300,77
95,2,1330,77
96,2,1300,77
97,2,1400,77
98,2,1330,77
99,2,1300,77
100,2,1245,77
101,2,1345,77
102,2,1315,77
103,2,1330,77
0,2,2115,206
1,2,2100,206
2,2,2130,206
3,2,2045,206
4,2,2100,206
5,2,2115,206
6,2,2100,206
7,2,2100,206
8,2,2100,206
9,2,2100,206
10,2,2100,206
11,2,2100,206
12,2,2100,206
13,2,2100,206
14,2,2145,206
15,2,2115,206
16,2,2100,206
17,2,2030,206
18,2,2100,206
19,2,2100,206
20,2,2145,206
21,2,2145,206
22,2,2100,206
23,2,2100,206
24,2,2100,206
25,2,2100,206
26,2,2100,206
27,2,2015,206
28,2,2115,206
29,2,2100,206
30,2,2130,206
31,2,2100,206
32,2,2145,206
33,2,2100,206
34,2,2045,206
35,2,2100,206
36,2,2115,206
37,2,2100,206
38,2,2030,206
39,2,2045,206
40,2,2145,206
41,2,2100,206
42,2,2100,206
43,2,2100,206
44,2,2100,206
45,2,2100,206
46,2,2100,206
47,2,2130,206
48,2,2030,206
49,2,2100,206
50,2,2100,206
51,2,2130,206
52,2,2100,206
53,2,2100,206
54,2,2100,206
55,2,2100,206
56,2,2045,206
57,2,2045,206
58,2,2030,206
59,2,2100,206
60,2,2045,206
61,2,2115,206
62,2,2100,206
63,2,2000,206
64,2,2145,206
65,2,2100,206
66,2,2030,206
67,2,2100,206
68,2,2130,206
69,2,2100,206
70,2,2130,206
71,2,2000,206
72,2,2100,206
73,2,2045,206
74,2,2100,206
75,2,2100,206
76,2,2000,206
77,2,2115,206
78,2,2030,206
79,2,2100,206
80,2,2015,206
81,2,2030,206
82,2,2100,206
83,2,2100,206
84,2,2145,206
85,2,2100,206
86,2,2100,206
87,2,2100,206
88,2,2115,206
89,2,2030,206
90,2,2115,206
91,2,2000,206
92,2,2045,206
93,2,2100,206
94,2,2115,206
95,2,2030,206
96,2,2115,206
97,2,2100,206
98,2,2100,206
99,2,2100,206
100,2,2045,206
101,2,2100,206
102,2,2045,206
103,2,2000,206
0,3,830,77
1,3,930,77
2,3,900,77
3,3,815,77
4,3,800,77
5,3,945,77
6,3,900,77
7,3,1000,77
8,3,1000,77
9,3,930,77
10,3,900,77
11,3,900,77
12,3,915,77
13,3,900,77
14,3,930,77
15,3,900,77
16,3,915,77
17,3,915,77
18,3,930,77
19,3,900,77
20,3,945,77
21,3,900,77
22,3,915,77
23,3,900,77
24,3,900,77
25,3,1000,77
26,3,900,77
27,3,900,77
28,3,900,77
29,3,900,77
30,3,830,77
31,3,800,77
32,3,845,77
33,3,930,77
34,3,845,77
35,3,900,77
36,3,845,77
37,3,915,77
38,3,900,77
39,3,900,77
40,3,900,77
41,3,900,77
42,3,930,77
43,3,845,77
44,3,845,77
45,3,915,77
46,3,900,77
47,3,945,77
48,3,945,77
49,3,900,77
50,3,900,77
51,3,815,77
52,3,800,77
53,3,830,77
54,3,915,77
55,3,845,77
56,3,830,77
57,3,930,77
58,3,900,77
59,3,900,77
60,3,900,77
61,3,900,77
62,3,900,77
63,3,930,77
64,3,830,77
65,3,900,77
66,3,900,77
67,3,815,77
68,3,815,77
69,3,915,77
70,3,900,77
71,3,930,77
72,3,845,77
73,3,900,77
74,3,815,77
75,3,930,77
76,3,815,77
77,3,900,77
78,3,945,77
79,3,900,77
80,3,900,77
81,3,845,77
82,3,945,77
83,3,900,77
84,3,900,77
85,3,900,77
86,3,1000,77
87,3,845,77
88,3,815,77
89,3,900,77
90,3,845,77
91,3,930,77
92,3,900,77
93,3,1000,77
94,3,815,77
95,3,845,77
96,3,900,77
97,3,945,77
98,3,1000,77
99,3,845,77
100,3,1000,77
101,3,915,77
102,3,830,77
103,3,945,77
0,3,1700,176
1,3,1700,176
2,3,1730,176
3,3,1715,176
4,3,1700,176
5,3,1700,176
6,3,1615,176
7,3,1745,176
8,3,1730,176
9,3,1700,176
10,3,1645,176
11,3,1730,176
12,3,1700,176
13,3,1730,176
14,3,1715,176
15,3,1715,176
16,3,1700,176
17,3,1700,176
18,3,1630,176
19,3,1745,176
20,3,1700,176
21,3,1800,176
22,3,1800,176
23,3,1630,176
24,3,1700,176
25,3,1700,176
26,3,1615,176
27,3,1700,176
28,3,1800,176
29,3,1715,176
30,3,1715,176
31,3,1715,176
32,3,1615,176
33,3,1715,176
34,3,1700,176
